	{2081,3858,2594,-3787,-3634,-2931,-1775,-3127,3217,3952,-1402,-567,-629,-3361,785,1039,-198,-2338,-3018,-2901,2708,20,2304,1627,-2453,-1071,-2259,2265,-2881,3788,2830,3783,-2582,-1649,-2789,275,-3451,-1504,756,-1649,2000,-2375,-2459,-1461,-3501,1131,-524,3873,-3624,-2055} {2081,3858,2594,-3787,-3634,-2931,-1775,-3127,3217,3952,-1402,-567,-629,-3361,785,1039,-198,-2338,-3018,-2901,2708,20,2304,1627,-2453,-1071,-2259,2265,-2881,3788,2830,3783,-2582,-1649,-2789,275,-3451,-1504,756,-1649,2000,-2375,-2459,-1461,-3501,1131,-524,3873,-3624,-2055} 		BBWBWBBBBWWBBBBBBWBBWWWBBBBBBWWBWBBBBWBBWBBBBBWBWB 		 	
	{-1709,0,0,2744,0,-1936,0,-1928,-1014,-22,-2681,0,0,3371,0,0,0,1072,-2595,2743,-2050,-404,2014,-370,-2580,-2546,0,-1418,765,0,0,-333,0,449,-1068,0,0,1336,0,0,1404,3019,-1756,1787,-2123,0,1944,3046,2502,3797} {989,3577,3747,0,-764,-1936,-3496,0,-1014,-2964,-2681,-406,-1153,-85,1279,1259,1864,2644,0,2743,-2050,-2836,0,-370,2612,-2546,370,0,3992,968,3160,-333,498,345,2320,-3806,-2549,3693,-1170,3144,-3670,3019,0,3773,-1065,2483,0,-2108,383,-806} 		WBWBBWBBBWBBBWBBBWWBWWBWWWBBWBBBBWWBBWWBWBBWWBWWWW 		 	
	{1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,7} {0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7} 		BWBBBBBWWWWWWWWWWWWWWWWBWWWWWWWBWWWWWWWBWWWWWWWWWB 		 	
	{1641,1089,-1763,-3854,-350,-1333,-2412,-770,-162,1015,-3700,3294,2930,-2443,-3531,3698,-3902,-2028,-2384,-308,-2136,-3761,2423,-1374,-3349,2849,3297,-3745,1825,-438,-2369,-3468,-3866,1067,1623,241,-3603,1938,2560,-2136,-673,-2747,-599,-3954,4000,3253,3573,-2959,3382,0} {1826,-3496,1180,3296,-2963,3009,-3435,-404,-3162,-3321,-2022,-1319,-2067,2279,-2517,-3917,-14,-1832,1028,-1738,-3037,478,-1177,-1961,-218,-108,-1260,1063,2165,-1601,-415,-302,3563,3398,-862,695,-2983,-1461,-2184,-971,-150,651,850,279,-953,2157,-156,3912,-4000,336} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWB 		 	
	{4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,-4000,-3999,-3998,-3997,-3996,-3995,-3994,-3993,-3992,-3991} {4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,-4000,-3999,-3998,-3997,-3996,-3995,-3994,-3993,-3992,-3991} 		WBWBBBWBWBWBWBBBWBWB 		 	
	{1,2,3,4,5,6,7,8,9,10,-100,-9,-8,-7,-6,-5,-4,-3,-2,-1,100,1000,-100,-1000,50,1,2,3,4,5,6,7,8,976,10,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,100,1000,-100,-1000,50} {100,1000,999,998,997,996,950,-500,300,200,100,1000,999,998,997,996,950,-500,300,200,100,1000,499,998,997,996,150,-500,300,200,100,1000,999,998,997,996,950,-500,300,200,100,1000,999,998,997,996,950,-500,300,200} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{2013,-237,3036,1467,2065,-481,-3341,-3949,1650,2142,2956,-2103,-2022,-909,-2393,-2009,-1853,1438,-3128,1892,2958,3813,2410,-3972,-3941,1082,1097,2368,2222,108,1766,-655,992,3267,-1874,1699,-320,698,-3298,-2351,-3885,-329,188,-1112,-605,2632,2422,-2045,3337,-3291} {2193,1980,-2986,1095,2543,2273,3913,-914,3505,-2708,-1558,-2236,3642,-2633,-896,464,-3935,2223,3623,-1469,-1915,-2789,1028,-675,-1586,80,-3254,1209,-253,1343,-1408,1452,3197,1294,1050,-3273,-2663,-3210,-1914,-3166,1139,3513,-1934,1845,2515,2325,-1815,-3999,3960,-3203} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{-4000} {-4000} 		W 		 	
	{-4000,-4000,-4000,-4000,-4000,-3999,-3999,-3999,-3999,-3999,-3998,-3998,-3998,-3998,-3998,-3997,-3997,-3997,-3997,-3997,-3996,-3996,-3996,-3996,-3996} {-4000,-3999,-3998,-3997,-3996,-4000,-3999,-3998,-3997,-3996,-4000,-3999,-3998,-3997,-3996,-4000,-3999,-3998,-3997,-3996,-4000,-3999,-3998,-3997,-3996} 		WWWWWWBWWWWWWWWWWWBWWWWWB 		 	
	{4000,-4000,3999,-3999,3998,-3998,3997,2717,3997,-3997,1763,-3996,2938,-3995,2759,-3994,3993,-3993,3992,-3992,3813,-3991,1483,-3990,3898,-3989,3988,-3988,3987,-3987,3986,1829,791,1781,3986,1158,3986,3227,3986,-3986,1098,-3985,3984,2601,3984,-3984,3983,-3983,3982,-3982} {4000,-4000,3999,-3999,3998,3622,3998,-3998,3997,639,1474,-3997,3996,-3996,3995,-3995,3994,3912,331,-3994,3993,1428,3703,3102,3993,-3993,3992,1012,3992,-3992,3991,386,3338,2318,962,2288,3991,3367,3991,-3991,3347,889,3990,415,1143,-3990,3989,550,3989,234} 		WWBBWWWWBWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{4000} {3987} 		W 		 	
	{-481,-41,44,324,203,127,-313,166,-130,113,-93,-335,-272,-216,223,182,-369,220,-476,-198,116,-445,136,-409,-39,-313,-247,134,-314,-335,-85,-295,124,-188,-119,179,439,69,-155,161,-318,-396,-322,-90,-111,402,-56,372,122,-32} {-326,90,376,-337,-467,189,-150,-214,-177,388,-49,-409,-406,-73,-97,327,-393,194,-104,-48,-145,430,57,33,192,-202,287,-363,-330,261,457,196,-149,333,359,237,22,61,-477,-302,-50,327,-211,396,-246,-456,223,213,-410,-28} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{-4000,3999,-3998,3997,-3996,3995,-3994,3993,-3992,3991,-3990,3989,-3988,3987,-3986,3985,-3984,3983,-3982,3981,-3980,3979,-3978,3977,-3976,3975,-3974,3973,-3972,3971,-3970,3969,-3968,3967,-3966,3965,-3964,3963,-3962,3961,-3960,3959,-3958,3957,-3956,3955,-3954,3953,-3952,3951} {4000,-3999,3998,-3997,3996,-3995,3994,-3993,3992,-3991,3990,-3989,3988,-3987,3986,-3985,3984,-3983,3982,-3981,3980,-3979,3978,-3977,3976,-3975,3974,-3973,3972,-3971,3970,-3969,3968,-3967,3966,-3965,3964,-3963,3962,-3961,3960,-3959,3958,-3957,3956,-3955,3954,-3953,3952,-3951} 		WBWBBBWBWBBBWBWBWBWBWBBBWBWBWBWBWBBBWBWBWBWBWBBBWB 		 	
	{3950,3951,3952,3953,3954,3955,3956,3957,3958,3959,3960,3961,3962,3963,3964,3965,3966,3967,3968,3969,3970,3971,3972,3973,3974,3975,3976,3977,3978,3979,3980,3981,3982,3983,3984,3985,3986,3987,3988,3989,3990,3991,3992,3993,3994,3995,3996,3997,3998,3999} {4000,-4000,3999,-3999,3998,-3998,3997,-3997,3996,-3996,4000,-4000,3999,-3999,3998,-3998,3997,-3997,3996,-3996,4000,-4000,3999,-3999,3998,-3998,3997,-3997,3996,-3996,4000,-4000,3999,-3999,3998,-3998,3997,-3997,3996,-3996,4000,-4000,3999,-3999,3998,-3998,3997,-3997,3996,-3996} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWBWW 		 	
	{-961,2443,528,1117,1607,-3574,-2208,1704,865,3975,3611,-3880,-3933,3638,-943,3281,-1576,-8,460,-1712,3918,1307,-3527,-2015,-2784,2149,-2289,3138,-1451,-627,-731,2343,-1430,-3450,213,-3824,-3024,2759,1880,2596,2734,2245,2716,2801,1882,-1474,2835,-2941,2519,48} {1923,3884,-3937,1448,-801,707,-1262,1099,-3456,-3299,281,-3130,540,-2590,-802,-1574,2694,-3616,3538,2916,2355,2091,-1889,-518,-3998,-1365,1483,182,-3578,-683,-849,3099,-800,-786,1301,3153,-3326,-3962,1005,-2782,-2506,-2715,-1912,2034,-1305,2040,-3540,-1858,3178,3998} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{4000,3900,1234,-2535,-432,-10} {-4000,15,-2398,-3282,15,0} 		WWWWWB 		 	
	{4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,1,2,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,123,456,789,101,123,413,41,125,421,123} {4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,-4000,4000,-4000,4000,-4000,4000,-4000,4000,-4000,4000,-1234,-1424,1234,-2141,561,-142,144,-1423,123,-413,12,34,56,78,90,-12,-34,-56,-78,-90,143,145,-143,401,1043,-14,-1234,51,412,1000} 		WBWBBBWBWBWWWWWWWWWWWWWWWWWWWWWBBBWWBBBWWWWWWWWWWW 		 	
	{2511,2729,-2444,-3402,2740,-3496,-147,-549,2340,3320,1603,-3420,-3165,-1528,-98,1735,3892,3657,1128,3457,-327,2403,-2380,114,-544,-3966,-2030,-1725,2936,3119,1604,-843,-2677,3211,1081,2910,1499,2427,283,-3989,1879,1740,1674,-431,3235,-494,3728,2792,1696,-2700} {1384,-3600,-2488,-2744,-64,-2301,-683,-1220,3465,-2578,-2837,2359,3055,1481,-2055,996,1734,3769,1559,-1163,-3330,1692,3069,159,3962,-611,-1791,-3243,-3153,-541,-2077,1310,1920,-1631,-241,-466,185,3139,2241,-3308,-903,1411,2349,408,472,797,1312,1472,-60,3726} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{0,0,0,0,0,0} {9,10,11,9,12,13} 		WBBWWB 		 	
	{3831} {3831} 		B 		 	
	{3899,4000,3689,3895,-3699,-3915,-2989,3556,3686,-2986,3861} {4000,-2369,3698,3945,-3959,4000,4000,-2369,3698,3945,-3959} 		WWWWWWWWWWW 		 	
	{0,0,0,0,0,0,0,0,0,0} {50,51,52,53,54,55,56,57,4000,3999} 		BWBBWBBWBW 		 	
	{1,-10,-100,1,324,-123,-45,123,0,0,0,0,132,123,-123,-314,-123,12,213,-321,123,1,-123,0,455,67,789,25,-45,42,1234,-123,423,-536,-123,24,213,41,-123,132,-14,142,-14,-124,14,142,536,234,-345,456} {123,-45,0,0,345,34,234,-100,-123,-4000,4000,134,536,-467,-234,456,-13,-123,-453,2345,-123,143,4000,-432,435,123,42,135,123,123,435,123,453,132,-123,-132,24,-52,231,-34,1324,-213,234,123,234,123,-1000,-231,-4000,4000} 		WWBBWWWWWBBBWWWWWWWWBWWWWWWWWWWBWWBWWWWWWWWWWWWWWW 		 	
	{4000,3999} {4000,3999} 		WB 		 	
	{4000,4000,399,1000,1001,1002,234,234,12,321,32,234,25,234,43,234,54,23,123,543,213,234,45,23,24,4,56,34,23,24} {-4000,4000,399,0,0,0,546,456,3,23,4,345,34,23,23,34,45,45,4,23,2,24,34,34,453,34,53,4,45,45} 		WWBBBBWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{9,0} {0,9} 		WW 		 	
	{4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,3990,3989,3988,3987,3986,3985,3984,3983,3982,3981,3980,3979,3978,3977,3976,-4000,-3999,-3998,-3997,-3996,-3995,-3994,-3993,-3992,-3991,-3990,-3989,-3988,-3987,-3986,-3985,-3984,-3983,-3982,-3981,-3980,-3979,-3978,-3977,-3976} {4000,3999,3998,3997,3996,3995,3994,3993,3992,3991,3990,3989,3988,3987,3986,3985,3984,3983,3982,3981,3980,3979,3978,3977,3976,-4000,-3999,-3998,-3997,-3996,-3995,-3994,-3993,-3992,-3991,-3990,-3989,-3988,-3987,-3986,-3985,-3984,-3983,-3982,-3981,-3980,-3979,-3978,-3977,-3976} 		WBWBBBWBWBBBWBWBWBWBWBBBWWBWBBBWBWBBBWBWBWBWBWBBBW 		 	
